FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
200701,16,0,191,6370,"I","01/16/2007 00:00:00",74,"F","Vehicle/Towed Trailer",999999
200701,16,0,192,6370,"I","01/16/2007 00:00:00",51,"F","Vehicle/Towed Trailer",999999
200701,17,0,493,7276,"D","01/17/2007 00:00:00",51,"F","Outside/Open Areas",999999
200701,5,0,1848,7464,"I","01/05/2007 00:00:00",13,"M","Vehicle/Towed Trailer",999999
200701,5,0,1849,7464,"I","01/05/2007 00:00:00",56,"F","Vehicle/Towed Trailer",999999
200702,1,0,2020,7797,"D","02/01/2007 00:00:00",57,"M","Boating",999999
200701,9,0,290,8481,"D","01/09/2007 00:00:00",73,"M","Unknown",999999
200701,16,0,298,8884,"I","01/16/2007 00:00:00",41,"M","Vehicle/Towed Trailer",999999
200701,15,0,328,9278,"I","01/15/2007 00:00:00",31,"M","Vehicle/Towed Trailer",999999
200701,15,0,329,9278,"I","01/15/2007 00:00:00",26,"M","Vehicle/Towed Trailer",999999
200701,15,0,330,9278,"I","01/15/2007 00:00:00",25,"M","Vehicle/Towed Trailer",999999
200701,14,0,355,9608,"I","01/14/2007 00:00:00",22,"M","Outside/Open Areas",999999
200701,14,0,318,9642,"I","01/14/2007 00:00:00",21,"M","Vehicle/Towed Trailer",999999
200701,13,0,340,10028,"D","01/13/2007 00:00:00",36,"F","In Water",999999
200701,4,0,332,10258,"D","01/04/2007 00:00:00",53,"M","Vehicle/Towed Trailer",999999
200701,12,0,343,10300,"I","01/12/2007 00:00:00",16,"M","Vehicle/Towed Trailer",999999
200701,12,0,344,10300,"I","01/12/2007 00:00:00",81,"M","Vehicle/Towed Trailer",999999
200701,12,0,345,10302,"I","01/12/2007 00:00:00",19,"F","Vehicle/Towed Trailer",999999
200701,20,0,348,10493,"I","01/20/2007 00:00:00",55,"M","Vehicle/Towed Trailer",999999
200701,31,0,339,10633,"I","01/31/2007 00:00:00",32,"M","Outside/Open Areas",999999
200701,20,0,2021,10766,"I","01/20/2007 00:00:00",68,"F","Outside/Open Areas",999999
200701,3,0,347,11031,"D","01/03/2007 00:00:00",70,"M","In Water",999999
200701,20,0,349,11206,"I","01/20/2007 00:00:00",25,"M","Vehicle/Towed Trailer",999999
200701,20,0,350,11206,"I","01/20/2007 00:00:00",22,"F","Vehicle/Towed Trailer",999999
200701,20,0,351,11206,"I","01/20/2007 00:00:00",2,"F","Vehicle/Towed Trailer",999999
200701,20,0,352,11208,"I","01/20/2007 00:00:00",42,"","Vehicle/Towed Trailer",999999
200701,14,0,445,11466,"I","01/14/2007 00:00:00",20,"M","Vehicle/Towed Trailer",999999
200701,14,0,446,11466,"I","01/14/2007 00:00:00",0,"M","Vehicle/Towed Trailer",999999
200701,29,0,384,11919,"D","01/29/2007 00:00:00",80,"M","Vehicle/Towed Trailer",999999
200701,16,0,385,11929,"D","01/16/2007 00:00:00",77,"M","Vehicle/Towed Trailer",999999
200701,12,0,392,12024,"I","01/12/2007 00:00:00",43,"M","Vehicle/Towed Trailer",999999
200701,12,0,466,12025,"I","01/12/2007 00:00:00",58,"M","Vehicle/Towed Trailer",999999
200701,17,0,468,12040,"I","01/17/2007 00:00:00",20,"M","Vehicle/Towed Trailer",999999
200701,16,0,458,12046,"I","01/16/2007 00:00:00",39,"M","Vehicle/Towed Trailer",999999
200701,13,0,393,12066,"I","01/13/2007 00:00:00",5,"F","Vehicle/Towed Trailer",999999
200701,18,0,408,12183,"I","01/18/2007 00:00:00",,"","Vehicle/Towed Trailer",999999
200701,18,0,409,12183,"I","01/18/2007 00:00:00",,"","Vehicle/Towed Trailer",999999
200701,22,0,412,12310,"D","01/22/2007 00:00:00",21,"M","Vehicle/Towed Trailer",999999
200701,30,0,413,12332,"D","01/30/2007 00:00:00",64,"M","Outside/Open Areas",999999
200701,27,0,421,12527,"D","01/27/2007 00:00:00",,"M","In Water",999999
200701,16,0,471,12542,"I","01/16/2007 00:00:00",42,"M","Unknown",999999
200701,12,0,470,12542,"I","01/12/2007 00:00:00",48,"M","Vehicle/Towed Trailer",999999
200701,12,0,469,12543,"I","01/12/2007 00:00:00",,"M","Vehicle/Towed Trailer",999999
200701,13,0,467,12544,"I","01/13/2007 00:00:00",26,"F","Vehicle/Towed Trailer",999999
200701,14,0,459,12545,"I","01/14/2007 00:00:00",16,"M","Vehicle/Towed Trailer",999999
200701,14,0,460,12545,"I","01/14/2007 00:00:00",24,"M","Vehicle/Towed Trailer",999999
200701,14,0,461,12545,"I","01/14/2007 00:00:00",32,"M","Vehicle/Towed Trailer",999999
200701,14,0,462,12545,"I","01/14/2007 00:00:00",19,"M","Vehicle/Towed Trailer",999999
200701,14,0,463,12545,"I","01/14/2007 00:00:00",28,"M","Vehicle/Towed Trailer",999999
200701,14,0,464,12545,"I","01/14/2007 00:00:00",48,"M","Vehicle/Towed Trailer",999999
200701,14,0,465,12545,"I","01/14/2007 00:00:00",,"M","Vehicle/Towed Trailer",999999
200701,17,0,442,12561,"I","01/17/2007 00:00:00",34,"M","Vehicle/Towed Trailer",999999
200701,28,0,870,12611,"D","01/28/2007 00:00:00",74,"M","Outside/Open Areas",999999
200701,28,0,869,12611,"D","01/28/2007 00:00:00",56,"M","Permanent Home",999999
200701,15,0,455,12716,"D","01/15/2007 00:00:00",,"M","Outside/Open Areas",999999
200701,16,0,456,12717,"D","01/16/2007 00:00:00",,"M","Unknown",999999
200701,17,0,457,12718,"D","01/17/2007 00:00:00",,"M","Unknown",999999
200701,20,0,472,12868,"I","01/20/2007 00:00:00",5,"M","Vehicle/Towed Trailer",999999
200701,13,0,496,12919,"D","01/13/2007 00:00:00",74,"F","In Water",999999
200701,13,0,497,12919,"D","01/13/2007 00:00:00",78,"M","In Water",999999
200701,14,0,487,13070,"D","01/14/2007 00:00:00",20,"M","Vehicle/Towed Trailer",999999
200702,17,0,481,13679,"D","02/17/2007 00:00:00",,"M","In Water",999999
200702,17,0,482,13679,"D","02/17/2007 00:00:00",23,"M","In Water",999999
200702,17,0,483,13679,"D","02/17/2007 00:00:00",50,"M","In Water",999999
200701,4,0,498,13767,"D","01/04/2007 00:00:00",37,"F","Mobile/Trailer Home",999999
200701,4,0,499,13767,"D","01/04/2007 00:00:00",65,"F","Mobile/Trailer Home",999999
200702,17,0,529,13808,"D","02/17/2007 00:00:00",16,"M","Outside/Open Areas",999999
200702,17,0,501,13809,"D","02/17/2007 00:00:00",44,"M","Outside/Open Areas",999999
200702,18,0,530,13810,"D","02/18/2007 00:00:00",17,"M","Outside/Open Areas",999999
200702,4,0,503,13827,"D","02/04/2007 00:00:00",,"M","Outside/Open Areas",999999
200702,17,0,505,13974,"D","02/17/2007 00:00:00",26,"M","Outside/Open Areas",999999
200702,8,0,815,14173,"D","02/08/2007 00:00:00",80,"F","Unknown",999999
200702,15,0,816,14173,"D","02/15/2007 00:00:00",54,"M","Unknown",999999
200702,4,0,814,14173,"D","02/04/2007 00:00:00",84,"F","Permanent Structure",999999
200702,5,0,817,14175,"D","02/05/2007 00:00:00",77,"M","Unknown",999999
200702,7,0,818,14175,"D","02/07/2007 00:00:00",49,"M","Unknown",999999
200702,10,0,819,14175,"D","02/10/2007 00:00:00",60,"M","Unknown",999999
200702,22,0,820,14175,"D","02/22/2007 00:00:00",82,"F","Unknown",999999
200701,16,0,534,14383,"D","01/16/2007 00:00:00",67,"M","Permanent Structure",999999
200703,30,0,1015,14392,"D","03/30/2007 00:00:00",50,"M","Vehicle/Towed Trailer",999999
200702,6,0,513,14613,"I","02/06/2007 00:00:00",21,"F","Vehicle/Towed Trailer",999999
200702,27,0,576,14668,"D","02/27/2007 00:00:00",92,"F","Permanent Home",999999
200702,27,0,577,14668,"D","02/27/2007 00:00:00",79,"M","Permanent Home",999999
200702,28,0,1993,14735,"I","02/28/2007 00:00:00",72,"M","Vehicle/Towed Trailer",999999
200702,28,0,1994,14735,"I","02/28/2007 00:00:00",70,"F","Vehicle/Towed Trailer",999999
200704,11,0,514,14863,"D","04/11/2007 00:00:00",57,"F","Boating",999999
200702,13,0,515,14917,"I","02/13/2007 00:00:00",47,"M","Permanent Home",999999
200702,13,0,516,14917,"I","02/13/2007 00:00:00",71,"M","Vehicle/Towed Trailer",999999
200702,5,0,517,14922,"D","02/05/2007 00:00:00",81,"F","Outside/Open Areas",999999
200701,13,0,525,15047,"D","01/13/2007 00:00:00",71,"M","Vehicle/Towed Trailer",999999
200703,30,0,895,15231,"D","03/30/2007 00:00:00",80,"M","Vehicle/Towed Trailer",999999
200702,21,0,523,15300,"D","02/21/2007 00:00:00",37,"M","Outside/Open Areas",999999
200703,30,0,898,15455,"D","03/30/2007 00:00:00",48,"M","Vehicle/Towed Trailer",999999
200702,1,0,536,15779,"I","02/01/2007 00:00:00",69,"F","Vehicle/Towed Trailer",999999
200702,24,0,722,15935,"D","02/24/2007 00:00:00",,"M","Outside/Open Areas",999999
200702,23,0,604,15966,"D","03/23/2007 00:00:00",70,"M","Under Tree",999999
200703,5,0,1011,16138,"I","03/05/2007 00:00:00",,"F","Vehicle/Towed Trailer",999999
200703,5,0,1012,16138,"I","03/05/2007 00:00:00",,"M","Vehicle/Towed Trailer",999999
200704,11,0,889,16246,"D","04/11/2007 00:00:00",62,"M","Under Tree",999999
200704,15,0,2043,16380,"D","04/15/2007 00:00:00",53,"F","Mobile/Trailer Home",999999
200702,14,0,538,16426,"D","02/14/2007 00:00:00",15,"F","Outside/Open Areas",999999
200702,6,0,542,16586,"D","02/06/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,6,0,543,16594,"D","02/06/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,6,0,544,16595,"D","02/06/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,6,0,545,16596,"D","02/06/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,9,0,547,16637,"D","02/09/2007 00:00:00",25,"M","Outside/Open Areas",999999
200702,6,0,546,16640,"D","02/06/2007 00:00:00",,"M","Outside/Open Areas",999999
200702,6,0,549,16662,"D","02/06/2007 00:00:00",50,"M","Outside/Open Areas",999999
200702,6,0,548,16678,"D","02/06/2007 00:00:00",84,"F","Outside/Open Areas",999999
200702,14,0,619,16684,"I","02/14/2007 00:00:00",70,"M","Outside/Open Areas",999999
200702,13,0,723,16784,"D","02/13/2007 00:00:00",86,"F","Mobile/Trailer Home",999999
200702,14,0,553,16924,"D","02/14/2007 00:00:00",48,"F","Outside/Open Areas",999999
200702,13,0,552,16936,"D","02/13/2007 00:00:00",83,"F","Outside/Open Areas",999999
200702,25,0,558,17359,"I","02/25/2007 00:00:00",37,"M","Vehicle/Towed Trailer",999999
200703,10,0,559,17627,"D","03/10/2007 00:00:00",24,"M","Outside/Open Areas",999999
200702,1,0,560,17674,"D","02/01/2007 00:00:00",37,"M","Outside/Open Areas",999999
200702,13,0,878,17691,"I","02/13/2007 00:00:00",19,"F","Vehicle/Towed Trailer",999999
200702,13,0,874,17700,"I","02/13/2007 00:00:00",63,"F","Vehicle/Towed Trailer",999999
200702,23,0,561,17725,"I","02/23/2007 00:00:00",34,"M","Vehicle/Towed Trailer",999999
200702,23,0,569,17797,"I","02/23/2007 00:00:00",36,"F","Vehicle/Towed Trailer",999999
200702,23,0,570,17797,"I","02/23/2007 00:00:00",18,"F","Vehicle/Towed Trailer",999999
200702,23,0,571,17797,"I","02/23/2007 00:00:00",8,"M","Vehicle/Towed Trailer",999999
200702,25,0,568,17941,"I","02/25/2007 00:00:00",50,"M","Vehicle/Towed Trailer",999999
200702,12,0,620,18035,"I","02/12/2007 00:00:00",19,"M","Vehicle/Towed Trailer",999999
200704,12,0,1843,18093,"I","04/12/2007 00:00:00",67,"M","Vehicle/Towed Trailer",999999
200704,12,0,1844,18093,"I","04/12/2007 00:00:00",,"M","Vehicle/Towed Trailer",999999
200703,2,0,1068,18152,"I","03/02/2007 00:00:00",16,"F","Vehicle/Towed Trailer",999999
200703,2,0,1069,18152,"I","03/02/2007 00:00:00",,"","Vehicle/Towed Trailer",999999
200702,13,0,2009,18261,"D","02/13/2007 00:00:00",9,"F","Outside/Open Areas",999999
200702,6,0,605,18299,"I","02/06/2007 00:00:00",58,"M","Vehicle/Towed Trailer",999999
200702,4,0,1296,18540,"D","02/04/2007 00:00:00",25,"F","Outside/Open Areas",999999
200702,8,0,1298,18540,"D","02/08/2007 00:00:00",51,"M","Outside/Open Areas",999999
200702,11,0,1302,18540,"D","02/11/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,14,0,1303,18540,"D","02/14/2007 00:00:00",55,"M","Outside/Open Areas",999999
200702,2,0,1305,18540,"D","02/02/2007 00:00:00",55,"F","Outside/Open Areas",999999
200702,5,0,1297,18540,"D","02/05/2007 00:00:00",46,"F","Permanent Home",999999
200702,6,0,1299,18540,"D","02/06/2007 00:00:00",47,"M","Permanent Home",999999
200702,8,0,1300,18540,"D","02/08/2007 00:00:00",86,"M","Permanent Home",999999
200702,10,0,1301,18540,"D","02/10/2007 00:00:00",97,"M","Permanent Home",999999
200702,14,0,1304,18540,"D","02/14/2007 00:00:00",82,"F","Permanent Home",999999
200702,5,0,618,18549,"D","02/05/2007 00:00:00",49,"M","Outside/Open Areas",999999
200702,3,0,617,18554,"D","02/03/2007 00:00:00",24,"M","Outside/Open Areas",999999
200702,4,0,625,18662,"D","02/04/2007 00:00:00",50,"M","Permanent Home",999999
200702,24,0,623,18806,"I","02/24/2007 00:00:00",55,"M","Unknown",999999
200702,25,0,626,18903,"I","02/25/2007 00:00:00",17,"F","Vehicle/Towed Trailer",999999
200702,2,0,846,18948,"D","02/02/2007 00:00:00",20,"M","Mobile/Trailer Home",999999
200702,2,0,847,18948,"D","02/02/2007 00:00:00",66,"F","Mobile/Trailer Home",999999
200702,2,0,848,18948,"D","02/02/2007 00:00:00",77,"F","Mobile/Trailer Home",999999
200702,2,0,849,18948,"D","02/02/2007 00:00:00",92,"M","Mobile/Trailer Home",999999
200702,2,0,850,18948,"D","02/02/2007 00:00:00",17,"F","Mobile/Trailer Home",999999
200702,2,0,851,18948,"D","02/02/2007 00:00:00",88,"F","Mobile/Trailer Home",999999
200702,2,0,852,18948,"D","02/02/2007 00:00:00",81,"F","Mobile/Trailer Home",999999
200702,27,0,853,18948,"D","02/27/2007 00:00:00",88,"M","Mobile/Trailer Home",999999
200702,2,0,854,18950,"D","02/02/2007 00:00:00",46,"M","Mobile/Trailer Home",999999
200702,2,0,855,18950,"D","02/02/2007 00:00:00",35,"F","Mobile/Trailer Home",999999
200702,2,0,856,18950,"D","02/02/2007 00:00:00",15,"M","Mobile/Trailer Home",999999
200702,2,0,857,18950,"D","02/02/2007 00:00:00",37,"M","Mobile/Trailer Home",999999
200702,2,0,858,18950,"D","02/02/2007 00:00:00",7,"M","Mobile/Trailer Home",999999
200702,2,0,859,18950,"D","02/02/2007 00:00:00",58,"F","Mobile/Trailer Home",999999
200702,2,0,860,18950,"D","02/02/2007 00:00:00",35,"F","Mobile/Trailer Home",999999
200702,2,0,861,18950,"D","02/02/2007 00:00:00",9,"F","Mobile/Trailer Home",999999
200702,2,0,862,18950,"D","02/02/2007 00:00:00",49,"M","Mobile/Trailer Home",999999
200702,2,0,863,18950,"D","02/02/2007 00:00:00",55,"M","Mobile/Trailer Home",999999
200702,2,0,864,18950,"D","02/02/2007 00:00:00",66,"F","Mobile/Trailer Home",999999
200702,2,0,865,18950,"D","02/02/2007 00:00:00",54,"M","Mobile/Trailer Home",999999
200702,2,0,866,18950,"D","02/02/2007 00:00:00",49,"F","Mobile/Trailer Home",999999
200702,5,0,821,19116,"D","02/05/2007 00:00:00",47,"M","Unknown",999999
200702,5,0,822,19116,"D","02/05/2007 00:00:00",60,"M","Unknown",999999
200702,9,0,823,19116,"D","02/09/2007 00:00:00",22,"M","Unknown",999999
200702,28,0,824,19117,"D","02/28/2007 00:00:00",78,"M","Unknown",999999
200703,8,0,1093,19124,"D","03/08/2007 00:00:00",45,"M","Unknown",999999
200703,29,0,826,19455,"D","03/29/2007 00:00:00",18,"M","Outside/Open Areas",999999
200703,1,0,1104,19854,"D","03/01/2007 00:00:00",42,"M","Mobile/Trailer Home",999999
200704,12,0,831,20042,"D","04/12/2007 00:00:00",,"F","Outside/Open Areas",999999
200703,1,0,888,20409,"I","03/01/2007 00:00:00",51,"M","Vehicle/Towed Trailer",999999
200703,1,0,1023,20465,"D","03/01/2007 00:00:00",48,"M","Mobile/Trailer Home",999999
200703,27,0,1081,20730,"D","03/27/2007 00:00:00",91,"F","Mobile/Trailer Home",999999
200703,12,0,1082,20730,"D","04/12/2007 00:00:00",90,"M","Mobile/Trailer Home",999999
200703,7,0,900,21251,"I","03/07/2007 00:00:00",17,"M","Vehicle/Towed Trailer",999999
200703,7,0,901,21251,"I","03/07/2007 00:00:00",16,"F","Vehicle/Towed Trailer",999999
200703,16,0,902,21368,"I","03/16/2007 00:00:00",18,"F","Vehicle/Towed Trailer",999999
200703,16,0,1021,21386,"D","03/16/2007 00:00:00",66,"F","Vehicle/Towed Trailer",999999
200703,16,0,1020,21396,"I","03/16/2007 00:00:00",,"","Vehicle/Towed Trailer",999999
200703,16,0,1016,21398,"I","03/16/2007 00:00:00",23,"M","Vehicle/Towed Trailer",999999
200703,16,0,1017,21398,"I","03/16/2007 00:00:00",39,"M","Vehicle/Towed Trailer",999999
200703,16,0,1018,21398,"I","03/16/2007 00:00:00",,"M","Vehicle/Towed Trailer",999999
200703,16,0,1019,21398,"I","03/16/2007 00:00:00",79,"F","Vehicle/Towed Trailer",999999
200703,1,0,18231,21424,"D","03/01/2007 00:00:00",43,"M","Permanent Home",999999
200703,1,0,18232,21424,"D","03/01/2007 00:00:00",53,"F","Permanent Home",999999
200701,5,0,111,4460,"I","01/05/2007 00:00:00",25,"M","Outside/Open Areas",999999
200701,18,0,2063,5058,"D","01/18/2007 00:00:00",27,"M","Vehicle/Towed Trailer",999999
200707,27,0,2076,45917,"D","07/27/2007 00:00:00",24,"M","Outside/Open Areas",999999
200706,19,0,1493,45919,"D","06/19/2007 00:00:00",23,"M","In Water",999999
200706,17,0,1499,46093,"D","06/17/2007 00:00:00",14,"F","In Water",999999
200707,15,0,1510,46375,"I","07/15/2007 00:00:00",,"M","Outside/Open Areas",999999
200707,9,0,1511,46883,"D","07/09/2007 00:00:00",25,"M","Outside/Open Areas",999999
200707,30,0,1588,47970,"D","07/30/2007 00:00:00",22,"M","Outside/Open Areas",999999
200706,8,0,1992,47992,"D","06/08/2007 00:00:00",30,"M","Outside/Open Areas",999999
200708,10,0,1521,48229,"D","08/10/2007 00:00:00",43,"M","Outside/Open Areas",999999
200709,11,0,1524,48296,"D","09/11/2007 00:00:00",53,"M","Outside/Open Areas",999999
200708,16,0,1526,48391,"D","08/16/2007 00:00:00",35,"M","Vehicle/Towed Trailer",999999
200707,1,0,1543,48721,"D","07/01/2007 00:00:00",55,"M","Permanent Structure",999999
200708,26,0,3685,48727,"D","08/26/2007 00:00:00",57,"M","Mobile/Trailer Home",999999
200708,15,0,1551,48799,"D","08/15/2007 00:00:00",81,"F","Vehicle/Towed Trailer",999999
200708,10,0,1528,49084,"D","08/10/2007 00:00:00",55,"M","Outside/Open Areas",999999
200708,13,0,1529,49085,"D","08/13/2007 00:00:00",75,"F","Permanent Structure",999999
200707,23,0,1530,49097,"I","07/23/2007 00:00:00",36,"M","Vehicle/Towed Trailer",999999
200707,6,0,1531,49375,"D","07/06/2007 00:00:00",62,"M","Outside/Open Areas",999999
200707,24,0,1532,49563,"D","07/24/2007 00:00:00",50,"M","Under Tree",999999
200708,19,0,1669,50184,"D","08/19/2007 00:00:00",37,"M","Vehicle/Towed Trailer",999999
200708,19,0,1670,50218,"D","08/19/2007 00:00:00",55,"M","Mobile/Trailer Home",999999
200708,19,0,1677,50246,"D","08/19/2007 00:00:00",67,"M","Vehicle/Towed Trailer",999999
200708,19,0,1678,50246,"D","08/19/2007 00:00:00",66,"F","Vehicle/Towed Trailer",999999
200708,19,0,1679,50246,"D","08/19/2007 00:00:00",37,"M","Vehicle/Towed Trailer",999999
200708,18,0,1680,50246,"D","08/18/2007 00:00:00",79,"M","Vehicle/Towed Trailer",999999
200708,18,0,1681,50246,"D","08/18/2007 00:00:00",67,"F","Vehicle/Towed Trailer",999999
200707,13,0,1544,50313,"D","07/13/2007 00:00:00",40,"M","Outside/Open Areas",999999
200707,24,0,1545,50325,"D","07/24/2007 00:00:00",8,"M","In Water",999999
200707,15,0,1546,50332,"D","07/15/2007 00:00:00",96,"M","Permanent Home",999999
200707,22,0,1547,50364,"D","07/22/2007 00:00:00",36,"M","In Water",999999
200707,2,0,1562,50383,"D","08/02/2007 00:00:00",20,"M","Ball Field",999999
200707,27,0,1549,50394,"D","07/27/2007 00:00:00",17,"M","In Water",999999
200707,3,0,1563,50397,"D","07/03/2007 00:00:00",16,"M","In Water",999999
200708,19,0,1913,50601,"D","08/19/2007 00:00:00",51,"M","Vehicle/Towed Trailer",999999
200707,11,0,1561,50962,"D","07/11/2007 00:00:00",15,"M","In Water",999999
200707,3,0,1564,51069,"D","07/03/2007 00:00:00",16,"M","In Water",999999
200707,14,0,1590,51095,"D","07/14/2007 00:00:00",34,"M","In Water",999999
200708,4,0,1685,51108,"D","08/04/2007 00:00:00",19,"F","Outside/Open Areas",999999
200708,4,0,1686,51108,"D","08/04/2007 00:00:00",25,"M","Outside/Open Areas",999999
200708,16,0,1568,51439,"D","08/16/2007 00:00:00",22,"F","Vehicle/Towed Trailer",999999
200708,16,0,1569,51439,"D","08/16/2007 00:00:00",18,"M","Vehicle/Towed Trailer",999999
